									2018 Outcome														2016 Outcome														2014 Outcome														2012 Outcome														2010 Outcome
2018										Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm
Index	FIPS	County	State	Index	CD	FIPS	County	State	Tot Vote	Dem Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.
2511	47147	Robertson	TN	2511	6	47147	Robertson	TN	21185	5739	27.10%	14675	69.30%	8936	42.20%	R	R3		ff7878	0.618	1	1.6	25707	5388	21.00%	18037	70.20%	12649	49.20%	R	R3		ff7878	0.618	1	1.6	14024	3288	23.40%	9821	70.00%	6533	46.60%	R	R3		ff7878	0.618	1	1.6	22305	0	0.00%	17304	77.60%	14216	77.60%	R	R4		ff0000	0.618	1	1.6	17332	4691	27.10%	12091	69.80%	7400	42.70%	R	R3		ff7878	0.618	1	1.6
2512	47149	Rutherford	TN	2512	4	47149	Rutherford	TN	92071	39134	42.50%	49922	54.20%	10788	11.70%	R	R1		ffcccc	0.618	2	2.6	100030	41899	41.90%	58131	58.10%	16232	16.20%	R	R1		ffcccc	0.618	2	2.6	54272	20893	38.50%	29568	54.50%	8675	16.00%	R	R1		ffcccc	0.618	1	1.6	89746	42314	47.10%	47432	52.90%	5118	5.70%	R	R1		ffcccc	0.618	2	2.6	59295	17866	30.10%	39440	66.50%	21574	36.40%	R	R2		ff9999	0.618	1	1.6
2513	47151	Scott	TN	2513	3	47151	Scott	TN	5110	795	15.60%	4217	82.50%	3422	67.00%	R	R4		ff0000	0.618	1	1.6	5855	731	12.50%	4795	81.90%	4064	69.40%	R	R4		ff0000	0.618	1	1.6	3026	708	23.40%	2204	72.80%	1496	49.40%	R	R3		ff7878	0.618	1	1.6	5213	1465	28.10%	3559	68.30%	2094	40.20%	R	R2		ff9999	0.618	1	1.6	4521	1868	41.30%	2514	55.60%	646	14.30%	R	R1		ffcccc	0.618	1	1.6
2514	47153	Sequatchie	TN	2514	4	47153	Sequatchie	TN	4750	1168	24.60%	3438	72.40%	2270	47.80%	R	R3		ff7878	0.618	1	1.6	5089	1349	26.50%	3740	73.50%	2391	47.00%	R	R3		ff7878	0.618	1	1.6	3100	945	30.50%	1947	62.80%	1002	32.30%	R	R2		ff9999	0.618	1	1.6	4520	1941	42.90%	2579	57.10%	638	14.10%	R	R1		ffcccc	0.618	1	1.6	3325	1291	38.80%	1919	57.70%	628	18.90%	R	R1		ffcccc	0.618	1	1.6
2515	47155	Sevier	TN	2515	1	47155	Sevier	TN	29700	5677	19.10%	23483	79.10%	17806	60.00%	R	R4		ff0000	0.618	1	1.6	33678	4839	14.40%	26704	79.30%	21865	64.90%	R	R4		ff0000	0.618	1	1.6	18373	0	0.00%	15413	83.90%	14145	83.90%	R	R5		990000	0.618	1	1.6	32010	5802	18.10%	24609	76.90%	18807	58.80%	R	R3		ff7878	0.618	1	1.6	19117	2550	13.30%	16094	84.20%	13544	70.80%	R	R4		ff0000	0.618	1	1.6
2516	47157	Shelby	TN	2516		47157	Shelby	TN	283974	178099	62.70%	102799	36.20%	75300	-26.50%	D	B2		99ccff	0.618	5	5.6	330044	199535	60.50%	121525	36.80%	78010	-23.60%	D	B2		99ccff	0.618	6	6.6	186170	102544	55.10%	79557	42.70%	22987	-12.30%	D	B1		cce5ff	0.618	4	4.6	358793	215056	59.90%	138233	38.50%	76823	-21.40%	D	B2		99ccff	0.618	6	6.6	227461	126931	55.80%	96728	42.50%	30203	-13.30%	D	B1		cce5ff	0.618	4	4.6
2517	47159	Smith	TN	2517	6	47159	Smith	TN	6042	1331	22.00%	4584	75.90%	3253	53.80%	R	R3		ff7878	0.618	1	1.6	6934	1569	22.60%	4887	70.50%	3318	47.90%	R	R3		ff7878	0.618	1	1.6	4251	1147	27.00%	2858	67.20%	1711	40.20%	R	R2		ff9999	0.618	1	1.6	5732	0	0.00%	4317	75.30%	3419	75.30%	R	R4		ff0000	0.618	1	1.6	5322	2050	38.50%	3099	58.20%	1049	19.70%	R	R1		ffcccc	0.618	1	1.6
2518	47161	Stewart	TN	2518	7	47161	Stewart	TN	4122	1017	24.70%	3071	74.50%	2054	49.80%	R	R3		ff7878	0.618	1	1.6	4905	1104	22.50%	3564	72.70%	2460	50.20%	R	R3		ff7878	0.618	1	1.6	2952	954	32.30%	1886	63.90%	932	31.60%	R	R2		ff9999	0.618	1	1.6	4482	1337	29.80%	2880	64.30%	1543	34.40%	R	R2		ff9999	0.618	1	1.6	3712	1645	44.30%	1967	53.00%	322	8.70%	R	R1		ffcccc	0.618	1	1.6
2519	47163	Sullivan	TN	2519	1	47163	Sullivan	TN	53961	11568	21.40%	41455	76.80%	29887	55.40%	R	R3		ff7878	0.618	1	1.6	60610	9607	15.90%	47799	78.90%	38192	63.00%	R	R4		ff0000	0.618	2	2.6	32545	0	0.00%	27371	84.10%	25191	84.10%	R	R5		990000	0.618	1	1.6	57610	11864	20.60%	43862	76.10%	31998	55.50%	R	R3		ff7878	0.618	1	1.6	38178	7052	18.50%	30494	79.90%	23442	61.40%	R	R4		ff0000	0.618	1	1.6
2520	47165	Sumner	TN	2520	6	47165	Sumner	TN	58942	17380	29.50%	40194	68.20%	22814	38.70%	R	R2		ff9999	0.618	1	1.6	69110	15452	22.40%	48613	70.30%	33161	48.00%	R	R3		ff7878	0.618	2	2.6	37881	8457	22.30%	27557	72.70%	19100	50.40%	R	R3		ff7878	0.618	1	1.6	58292	0	0.00%	45552	78.10%	37758	78.10%	R	R4		ff0000	0.618	1	1.6	43421	10814	24.90%	31618	72.80%	20804	47.90%	R	R3		ff7878	0.618	1	1.6
2521	47167	Tipton	TN	2521	8	47167	Tipton	TN	17989	4086	22.70%	13533	75.20%	9447	52.50%	R	R3		ff7878	0.618	1	1.6	22048	4473	20.30%	16393	74.40%	11920	54.10%	R	R3		ff7878	0.618	1	1.6	12148	2595	21.40%	8987	74.00%	6392	52.60%	R	R3		ff7878	0.618	1	1.6	20968	5044	24.10%	15206	72.50%	10162	48.50%	R	R3		ff7878	0.618	1	1.6	15260	3991	26.20%	10628	69.60%	6637	43.50%	R	R3		ff7878	0.618	1	1.6
2522	47169	Trousdale	TN	2522	6	47169	Trousdale	TN	2276	677	29.70%	1552	68.20%	875	38.40%	R	R2		ff9999	0.618	1	1.6	2855	799	28.00%	1864	65.30%	1065	37.30%	R	R2		ff9999	0.618	1	1.6	1550	457	29.50%	997	64.30%	540	34.80%	R	R2		ff9999	0.618	1	1.6	2156	0	0.00%	1583	73.40%	1227	73.40%	R	R4		ff0000	0.618	1	1.6	1970	796	40.40%	1103	56.00%	307	15.60%	R	R1		ffcccc	0.618	1	1.6
2523	47171	Unicoi	TN	2523	1	47171	Unicoi	TN	5991	1100	18.40%	4782	79.80%	3682	61.50%	R	R4		ff0000	0.618	1	1.6	6877	912	13.30%	5451	79.30%	4539	66.00%	R	R4		ff0000	0.618	1	1.6	3867	0	0.00%	3121	80.70%	2809	80.70%	R	R5		990000	0.618	1	1.6	6452	1247	19.30%	4829	74.80%	3582	55.50%	R	R3		ff7878	0.618	1	1.6	4157	712	17.10%	3337	80.30%	2625	63.10%	R	R4		ff0000	0.618	1	1.6
2524	47173	Union	TN	2524	3	47173	Union	TN	4867	989	20.30%	3772	77.50%	2783	57.20%	R	R3		ff7878	0.618	1	1.6	5431	797	14.70%	4341	79.90%	3544	65.30%	R	R4		ff0000	0.618	1	1.6	3003	835	27.80%	2076	69.10%	1241	41.30%	R	R3		ff7878	0.618	1	1.6	4970	1327	26.70%	3496	70.30%	2169	43.60%	R	R3		ff7878	0.618	1	1.6	3320	743	22.40%	2373	71.50%	1630	49.10%	R	R3		ff7878	0.618	1	1.6
2525	47175	Van Buren	TN	2525		47175	Van Buren	TN	2020	539	26.70%	1413	70.00%	874	43.30%	R	R3		ff7878	0.618	1	1.6	2171	674	31.00%	1480	68.20%	806	37.10%	R	R2		ff9999	0.618	1	1.6	1511	593	39.20%	824	54.50%	231	15.30%	R	R1		ffcccc	0.618	1	1.6	1992	955	47.90%	977	49.00%	22	1.10%	R	P		ff00ff	0.618	1	1.6	1587	745	46.90%	777	49.00%	32	2.00%	R	R1		ffcccc	0.618	1	1.6
2526	47177	Warren	TN	2526	4	47177	Warren	TN	10496	3452	32.90%	6662	63.50%	3210	30.60%	R	R2		ff9999	0.618	1	1.6	11823	4598	38.90%	7225	61.10%	2627	22.20%	R	R2		ff9999	0.618	1	1.6	7535	3185	42.30%	3784	50.20%	599	7.90%	R	R1		ffcccc	0.618	1	1.6	11529	6412	55.60%	5117	44.40%	1295	-11.20%	D	B1		cce5ff	0.618	1	1.6	9268	4347	46.90%	4339	46.80%	8	-0.10%	D	P		ff00ff	0.618	1	1.6
2527	47179	Washington	TN	2527	1	47179	Washington	TN	43750	12819	29.30%	30067	68.70%	17248	39.40%	R	R2		ff9999	0.618	1	1.6	47805	9839	20.60%	34923	73.10%	25084	52.50%	R	R3		ff7878	0.618	1	1.6	25954	0	0.00%	20502	79.00%	17965	79.00%	R	R5		990000	0.618	1	1.6	44924	10635	23.70%	32406	72.10%	21771	48.50%	R	R3		ff7878	0.618	1	1.6	28059	5415	19.30%	22063	78.60%	16648	59.30%	R	R3		ff7878	0.618	1	1.6
2528	47181	Wayne	TN	2528	7	47181	Wayne	TN	4009	679	16.90%	3292	82.10%	2613	65.20%	R	R4		ff0000	0.618	1	1.6	5279	536	10.20%	4565	86.50%	4029	76.30%	R	R4		ff0000	0.618	1	1.6	2761	452	16.40%	2205	79.90%	1753	63.50%	R	R4		ff0000	0.618	1	1.6	4814	716	14.90%	3939	81.80%	3223	67.00%	R	R4		ff0000	0.618	1	1.6	3325	598	18.00%	2650	79.70%	2052	61.70%	R	R4		ff0000	0.618	1	1.6
2529	47183	Weakley	TN	2529	8	47183	Weakley	TN	9804	2371	24.20%	7174	73.20%	4803	49.00%	R	R3		ff7878	0.618	1	1.6	11477	2550	22.20%	7915	69.00%	5365	46.70%	R	R3		ff7878	0.618	1	1.6	7462	1828	24.50%	5238	70.20%	3410	45.70%	R	R3		ff7878	0.618	1	1.6	11739	3357	28.60%	7982	68.00%	4625	39.40%	R	R2		ff9999	0.618	1	1.6	9331	3614	38.70%	5575	59.70%	1961	21.00%	R	R1		ffcccc	0.618	1	1.6
2530	47185	White	TN	2530	6	47185	White	TN	8104	1924	23.70%	5959	73.50%	4035	49.80%	R	R3		ff7878	0.618	1	1.6	9397	1801	19.20%	6932	73.80%	5131	54.60%	R	R3		ff7878	0.618	1	1.6	5986	1471	24.60%	4049	67.60%	2578	43.10%	R	R3		ff7878	0.618	1	1.6	8107	0	0.00%	5946	73.30%	4580	73.30%	R	R4		ff0000	0.618	1	1.6	6789	2725	40.10%	3562	52.50%	837	12.30%	R	R1		ffcccc	0.618	1	1.6
2531	47187	Williamson	TN	2531	7	47187	Williamson	TN	102668	34862	34.00%	67010	65.30%	32148	31.30%	R	R2		ff9999	0.618	2	2.6	103281	23302	22.60%	76015	73.60%	52713	51.00%	R	R3		ff7878	0.618	2	2.6	59863	13645	22.80%	44459	74.30%	30814	51.50%	R	R3		ff7878	0.618	1	1.6	93402	17199	18.40%	71938	77.00%	54739	58.60%	R	R3		ff7878	0.618	2	2.6	59240	11734	19.80%	45753	77.20%	34019	57.40%	R	R3		ff7878	0.618	1	1.6
2532	47189	Wilson	TN	2532	6	47189	Wilson	TN	51737	15973	30.90%	34757	67.20%	18784	36.30%	R	R2		ff9999	0.618	1	1.6	55488	13063	23.50%	38395	69.20%	25332	45.70%	R	R3		ff7878	0.618	1	1.6	30700	7116	23.20%	22149	72.10%	15033	49.00%	R	R3		ff7878	0.618	1	1.6	47247	0	0.00%	35659	75.50%	28558	75.50%	R	R4		ff0000	0.618	1	1.6	34144	11237	32.90%	22103	64.70%	10866	31.80%	R	R2		ff9999	0.618	1	1.6
2533	48001	Anderson	TX	2533	5	48001	Anderson	TX	14603	3162	21.70%	11421	78.20%	8259	56.60%	R	R3		ff7878	0.618	1	1.6	15341	0	0.00%	13374	87.20%	11407	87.20%	R	R5		990000	0.618	1	1.6	8994	0	0.00%	8016	89.10%	7038	89.10%	R	R5		990000	0.618	1	1.6	15921	3724	23.40%	11870	74.60%	8146	51.20%	R	R3		ff7878	0.618	1	1.6	10873	2375	21.80%	8293	76.30%	5918	54.40%	R	R3		ff7878	0.618	1	1.6
2534	48003	Andrews	TX	2534	11	48003	Andrews	TX	4123	656	15.90%	3419	82.90%	2763	67.00%	R	R4		ff0000	0.618	1	1.6	4528	0	0.00%	4145	91.50%	3762	91.50%	R	R5		990000	0.618	1	1.6	2131	0	0.00%	1988	93.30%	1845	93.30%	R	R5		990000	0.618	1	1.6	4389	664	15.10%	3626	82.60%	2962	67.50%	R	R4		ff0000	0.618	1	1.6	3928	554	14.10%	3233	82.30%	2679	68.20%	R	R4		ff0000	0.618	1	1.6
2535	48005	Angelina	TX	2535	1	48005	Angelina	TX	26257	6706	25.50%	19231	73.20%	12525	47.70%	R	R3		ff7878	0.618	1	1.6	29539	7107	24.10%	21890	74.10%	14783	50.00%	R	R3		ff7878	0.618	1	1.6	16646	3607	21.70%	13039	78.30%	9432	56.70%	R	R3		ff7878	0.618	1	1.6	27906	7634	27.40%	19844	71.10%	12210	43.80%	R	R3		ff7878	0.618	1	1.6	15751	0	0.00%	14260	90.50%	14260	90.50%	R	R5		990000	0.618	1	1.6
2536	48007	Aransas	TX	2536	27	48007	Aransas	TX	8917	2021	22.70%	6676	74.90%	4655	52.20%	R	R3		ff7878	0.618	1	1.6	10382	2533	24.40%	7849	75.60%	5316	51.20%	R	R3		ff7878	0.618	1	1.6	5956	1406	23.60%	4382	73.60%	2976	50.00%	R	R3		ff7878	0.618	1	1.6	9490	2591	27.30%	6545	69.00%	3954	41.70%	R	R3		ff7878	0.618	1	1.6	6669	1465	22.00%	5204	78.00%	3739	56.10%	R	R3		ff7878	0.618	1	1.6
2537	48009	Archer	TX	2537	13	48009	Archer	TX	3603	310	8.60%	3249	90.20%	2939	81.60%	R	R5		990000	0.618	1	1.6	4082	0	0.00%	3808	93.30%	3635	93.30%	R	R5		990000	0.618	1	1.6	2622	247	9.40%	2317	88.40%	2070	78.90%	R	R5		990000	0.618	1	1.6	3890	0	0.00%	3642	93.60%	3642	93.60%	R	R5		990000	0.618	1	1.6	2727	175	6.40%	2280	83.60%	2078	77.20%	R	R4		ff0000	0.618	1	1.6
2538	48011	Armstrong	TX	2538	13	48011	Armstrong	TX	887	57	6.40%	808	91.10%	751	84.70%	R	R5		990000	0.618	1	1.6	970	0	0.00%	873	90.00%	809	90.00%	R	R5		990000	0.618	1	1.6	568	43	7.60%	502	88.40%	459	80.80%	R	R5		990000	0.618	1	1.6	886	0	0.00%	813	91.80%	813	91.80%	R	R5		990000	0.618	1	1.6	624	0	0.00%	543	87.00%	494	87.00%	R	R5		990000	0.618	1	1.6
2539	48013	Atascosa	TX	2539	28	48013	Atascosa	TX	9523	7138	75.00%	0	0.00%	4753	-75.00%	D	B4		0000cd	0.618	1	1.6	13443	6206	46.20%	6986	52.00%	780	5.80%	R	R1		ffcccc	0.618	1	1.6	5564	4175	75.00%	0	0.00%	3066	-75.00%	D	B4		0000cd	0.618	1	1.6	12426	6554	52.70%	5608	45.10%	946	-7.60%	D	B1		cce5ff	0.618	1	1.6	8307	3660	44.10%	4493	54.10%	833	10.00%	R	R1		ffcccc	0.618	1	1.6
2540	48015	Austin	TX	2540	10	48015	Austin	TX	10984	2047	18.60%	8763	79.80%	6716	61.10%	R	R4		ff0000	0.618	1	1.6	12110	1926	15.90%	9890	81.70%	7964	65.80%	R	R4		ff0000	0.618	1	1.6	7119	955	13.40%	6034	84.80%	5079	71.30%	R	R4		ff0000	0.618	1	1.6	11409	2000	17.50%	9188	80.50%	7188	63.00%	R	R4		ff0000	0.618	1	1.6	8588	1455	16.90%	7013	81.70%	5558	64.70%	R	R4		ff0000	0.618	1	1.6
2541	48017	Bailey	TX	2541	19	48017	Bailey	TX	1590	354	22.30%	1236	77.70%	882	55.50%	R	R3		ff7878	0.618	1	1.6	1584	0	0.00%	1439	90.80%	1343	90.80%	R	R5		990000	0.618	1	1.6	993	133	13.40%	834	84.00%	701	70.60%	R	R4		ff0000	0.618	1	1.6	1709	0	0.00%	1429	83.60%	1429	83.60%	R	R5		990000	0.618	1	1.6	1156	184	15.90%	956	82.70%	772	66.80%	R	R4		ff0000	0.618	1	1.6
2542	48019	Bandera	TX	2542	21	48019	Bandera	TX	9570	1896	19.80%	7519	78.60%	5623	58.80%	R	R3		ff7878	0.618	1	1.6	10190	1524	15.00%	8118	79.70%	6594	64.70%	R	R4		ff0000	0.618	1	1.6	5919	0	0.00%	5098	86.10%	4557	86.10%	R	R5		990000	0.618	1	1.6	9386	1737	18.50%	7359	78.40%	5622	59.90%	R	R4		ff0000	0.618	1	1.6	6639	1031	15.50%	5345	80.50%	4314	65.00%	R	R4		ff0000	0.618	1	1.6
2543	48021	Bastrop	TX	2543		48021	Bastrop	TX	27116	11202	41.30%	15019	55.40%	3817	14.10%	R	R1		ffcccc	0.618	1	1.6	27759	10258	37.00%	16625	59.90%	6367	22.90%	R	R2		ff9999	0.618	1	1.6	16672	5816	34.90%	9987	59.90%	4171	25.00%	R	R2		ff9999	0.618	1	1.6	23778	9204	38.70%	13217	55.60%	4013	16.90%	R	R1		ffcccc	0.618	1	1.6	18837	7551	40.10%	10729	57.00%	3178	16.90%	R	R1		ffcccc	0.618	1	1.6
2544	48023	Baylor	TX	2544	13	48023	Baylor	TX	1230	131	10.70%	1083	88.00%	952	77.40%	R	R4		ff0000	0.618	1	1.6	1385	0	0.00%	1288	93.00%	1225	93.00%	R	R5		990000	0.618	1	1.6	832	113	13.60%	703	84.50%	590	70.90%	R	R4		ff0000	0.618	1	1.6	1442	0	0.00%	1304	90.40%	1304	90.40%	R	R5		990000	0.618	1	1.6	1013	0	0.00%	878	86.70%	792	86.70%	R	R5		990000	0.618	1	1.6
2545	48025	Bee	TX	2545	34	48025	Bee	TX	7045	2862	40.60%	4183	59.40%	1321	18.80%	R	R1		ffcccc	0.618	1	1.6	8169	3548	43.40%	4621	56.60%	1073	13.10%	R	R1		ffcccc	0.618	1	1.6	5024	2316	46.10%	2611	52.00%	295	5.90%	R	R1		ffcccc	0.618	1	1.6	7529	3214	42.70%	4112	54.60%	898	11.90%	R	R1		ffcccc	0.618	1	1.6	5633	2582	45.80%	2881	51.10%	299	5.30%	R	R1		ffcccc	0.618	1	1.6
2546	48027	Bell	TX	2546		48027	Bell	TX	86156	38058	44.20%	46859	54.40%	8801	10.20%	R	R1		ffcccc	0.618	2	2.6	93632	33835	36.10%	55800	59.60%	21965	23.50%	R	R2		ff9999	0.618	2	2.6	43594	13361	30.60%	29014	66.60%	15653	35.90%	R	R2		ff9999	0.618	1	1.6	84539	32168	38.10%	50443	59.70%	18275	21.60%	R	R2		ff9999	0.618	2	2.6	38969	0	0.00%	32794	84.20%	32794	84.20%	R	R5		990000	0.618	1	1.6
2547	48029	Bexar	TX	2547		48029	Bexar	TX	501213	324750	64.80%	128838	25.70%	195912	-39.10%	D	B2		99ccff	0.618	9	9.6	552808	319380	57.80%	177161	32.00%	142219	-25.70%	D	B2		99ccff	0.618	10	10.6	265974	130342	49.00%	92003	34.60%	38339	-14.40%	D	B1		cce5ff	0.618	5	5.6	508146	270491	53.20%	221454	43.60%	49037	-9.70%	D	B1		cce5ff	0.618	9	9.6	298521	131690	44.10%	156539	52.40%	24849	8.30%	R	R1		ffcccc	0.618	5	5.6
2548	48031	Blanco	TX	2548	21	48031	Blanco	TX	5767	1514	26.30%	4157	72.10%	2643	45.80%	R	R3		ff7878	0.618	1	1.6	5694	1118	19.60%	4250	74.60%	3132	55.00%	R	R3		ff7878	0.618	1	1.6	3335	0	0.00%	2714	81.40%	2329	81.40%	R	R5		990000	0.618	1	1.6	4892	1157	23.70%	3536	72.30%	2379	48.60%	R	R3		ff7878	0.618	1	1.6	3884	793	20.40%	2892	74.50%	2099	54.00%	R	R3		ff7878	0.618	1	1.6
2549	48033	Borden	TX	2549	19	48033	Borden	TX	338	13	3.80%	325	96.20%	312	92.30%	R	R5		990000	0.618	1	1.6	343	0	0.00%	329	95.90%	319	95.90%	R	R5		990000	0.618	1	1.6	257	13	5.10%	231	89.90%	218	84.80%	R	R5		990000	0.618	1	1.6	333	0	0.00%	313	94.00%	313	94.00%	R	R5		990000	0.618	1	1.6	320	35	10.90%	281	87.80%	246	76.90%	R	R4		ff0000	0.618	1	1.6
2550	48035	Bosque	TX	2550	25	48035	Bosque	TX	7059	1294	18.30%	5664	80.20%	4370	61.90%	R	R4		ff0000	0.618	1	1.6	7679	1296	16.90%	6213	80.90%	4917	64.00%	R	R4		ff0000	0.618	1	1.6	4801	767	16.00%	3906	81.40%	3139	65.40%	R	R4		ff0000	0.618	1	1.6	7122	1474	20.70%	5429	76.20%	3955	55.50%	R	R3		ff7878	0.618	1	1.6	5895	1980	33.60%	3768	63.90%	1788	30.30%	R	R2		ff9999	0.618	1	1.6
2551	48037	Bowie	TX	2551	4	48037	Bowie	TX	28254	7534	26.70%	20443	72.40%	12909	45.70%	R	R3		ff7878	0.618	1	1.6	30410	0	0.00%	26083	85.80%	21756	85.80%	R	R5		990000	0.618	1	1.6	15331	0	0.00%	15331	100.00%	15331	100.00%	R	R5		990000	0.618	1	1.6	34553	9624	27.90%	24020	69.50%	14396	41.70%	R	R3		ff7878	0.618	1	1.6	22428	5537	24.70%	15909	70.90%	10372	46.20%	R	R3		ff7878	0.618	1	1.6
2552	48039	Brazoria	TX	2552		48039	Brazoria	TX	111014	42181	38.00%	66638	60.00%	24457	22.00%	R	R2		ff9999	0.618	2	2.6	118952	40856	34.30%	78096	65.70%	37240	31.30%	R	R2		ff9999	0.618	2	2.6	61700	17651	28.60%	42673	69.20%	25022	40.60%	R	R3		ff7878	0.618	2	2.6	105236	32240	30.60%	69113	65.70%	36873	35.00%	R	R2		ff9999	0.618	2	2.6	68673	17146	25.00%	50697	73.80%	33551	48.90%	R	R3		ff7878	0.618	2	2.6
2553	48041	Brazos	TX	2553	17	48041	Brazos	TX	64002	24367	38.10%	38075	59.50%	13708	21.40%	R	R2		ff9999	0.618	2	2.6	65479	19386	29.60%	43061	65.80%	23675	36.20%	R	R2		ff9999	0.618	2	2.6	31318	7851	25.10%	22543	72.00%	14692	46.90%	R	R3		ff7878	0.618	1	1.6	47126	0	0.00%	39344	83.50%	39344	83.50%	R	R5		990000	0.618	1	1.6	37713	12969	34.40%	24199	64.20%	11230	29.80%	R	R2		ff9999	0.618	1	1.6
2554	48043	Brewster	TX	2554	23	48043	Brewster	TX	4073	2041	50.10%	1940	47.60%	101	-2.50%	D	B1		cce5ff	0.618	1	1.6	4286	2244	52.40%	1916	44.70%	328	-7.70%	D	B1		cce5ff	0.618	1	1.6	2947	1722	58.40%	1157	39.30%	565	-19.20%	D	B1		cce5ff	0.618	1	1.6	3863	2233	57.80%	1487	38.50%	746	-19.30%	D	B1		cce5ff	0.618	1	1.6	2667	1190	44.60%	1301	48.80%	111	4.20%	R	R1		ffcccc	0.618	1	1.6
2555	48045	Briscoe	TX	2555	13	48045	Briscoe	TX	622	57	9.20%	558	89.70%	501	80.50%	R	R5		990000	0.618	1	1.6	677	0	0.00%	632	93.40%	603	93.40%	R	R5		990000	0.618	1	1.6	509	58	11.40%	443	87.00%	385	75.60%	R	R4		ff0000	0.618	1	1.6	610	0	0.00%	574	94.10%	574	94.10%	R	R5		990000	0.618	1	1.6	429	0	0.00%	391	91.10%	370	91.10%	R	R5		990000	0.618	1	1.6
2556	48047	Brooks	TX	2556	15	48047	Brooks	TX	1860	1508	81.10%	338	18.20%	1170	-62.90%	D	B4		0000cd	0.618	1	1.6	2496	1972	79.00%	396	15.90%	1576	-63.10%	D	B4		0000cd	0.618	1	1.6	2052	1618	78.80%	404	19.70%	1214	-59.20%	D	B3		6a5acd	0.618	1	1.6	2364	2026	85.70%	322	13.60%	1704	-72.10%	D	B4		0000cd	0.618	1	1.6	1175	920	78.30%	243	20.70%	677	-57.60%	D	B3		6a5acd	0.618	1	1.6
2557	48049	Brown	TX	2557	11	48049	Brown	TX	12174	1448	11.90%	10555	86.70%	9107	74.80%	R	R4		ff0000	0.618	1	1.6	12964	0	0.00%	12084	93.20%	11204	93.20%	R	R5		990000	0.618	1	1.6	7749	0	0.00%	7197	92.90%	6645	92.90%	R	R5		990000	0.618	1	1.6	13710	1898	13.80%	11485	83.80%	9587	69.90%	R	R4		ff0000	0.618	1	1.6	9355	1156	12.40%	7925	84.70%	6769	72.40%	R	R4		ff0000	0.618	1	1.6
2558	48051	Burleson	TX	2558	17	48051	Burleson	TX	6568	1351	20.60%	5147	78.40%	3796	57.80%	R	R3		ff7878	0.618	1	1.6	6901	1379	20.00%	5385	78.00%	4006	58.00%	R	R3		ff7878	0.618	1	1.6	4148	874	21.10%	3199	77.10%	2325	56.10%	R	R3		ff7878	0.618	1	1.6	5250	0	0.00%	4791	91.30%	4791	91.30%	R	R5		990000	0.618	1	1.6	4390	1121	25.50%	3206	73.00%	2085	47.50%	R	R3		ff7878	0.618	1	1.6
2559	48053	Burnet	TX	2559	25	48053	Burnet	TX	18382	4138	22.50%	13987	76.10%	9849	53.60%	R	R3		ff7878	0.618	1	1.6	19051	3697	19.40%	14772	77.50%	11075	58.10%	R	R3		ff7878	0.618	1	1.6	11730	2144	18.30%	9182	78.30%	7038	60.00%	R	R4		ff0000	0.618	1	1.6	16481	3622	22.00%	12261	74.40%	8639	52.40%	R	R3		ff7878	0.618	1	1.6	11888	2258	19.00%	9101	76.60%	6843	57.60%	R	R3		ff7878	0.618	1	1.6
2560	48055	Caldwell	TX	2560		48055	Caldwell	TX	11364	5268	46.40%	5798	51.00%	530	4.70%	R	R1		ffcccc	0.618	1	1.6	11887	5237	44.10%	6467	54.40%	1230	10.30%	R	R1		ffcccc	0.618	1	1.6	8754	3775	43.10%	4640	53.00%	865	9.90%	R	R1		ffcccc	0.618	1	1.6	10820	5212	48.20%	5189	48.00%	23	-0.20%	D	P		ff00ff	0.618	1	1.6	8198	3795	46.30%	4229	51.60%	434	5.30%	R	R1		ffcccc	0.618	1	1.6
2561	48057	Calhoun	TX	2561	27	48057	Calhoun	TX	6019	1767	29.40%	4159	69.10%	2392	39.70%	R	R2		ff9999	0.618	1	1.6	6753	2140	31.70%	4613	68.30%	2473	36.60%	R	R2		ff9999	0.618	1	1.6	4059	1217	30.00%	2717	66.90%	1500	37.00%	R	R2		ff9999	0.618	1	1.6	6382	2574	40.30%	3466	54.30%	892	14.00%	R	R1		ffcccc	0.618	1	1.6	4477	1246	27.80%	3231	72.20%	1985	44.30%	R	R3		ff7878	0.618	1	1.6
